player_name,info,overall_rating,potential_rating,age,wages,primary_foot,work_rate,strong_foot,weak_foot,release_clause,ref_url,hieght,weight,club,country
 Lucas Digne , LB |    2018 - 2023 |  R.Face  , 84 , 85 , 26 ,  €45.5M €110K , L , H / M , 3   , 2   , €0 ,/player/200458/lucas-digne," 178cm | 5'10"" ", Unique (74kg | 163lbs) ,Everton,France
 Josip Ilicic ," CF, ST |    2017 - 2022 |  R.Face  ", 84 , 84 , 32 ,  €34M €92K , L , M / M , 4   , 4   , €0 ,/player/200647/josip-ilicic," 190cm | 6'2"" ", High & Average+ (79kg | 174lbs) ,Atalanta,Slovenia
 Memphis Depay ," CF, LW, CAM |    2017 - 2021 |  R.Face  ", 84 , 85 , 26 ,  €50.5M €105K , R , H / L , 5   , 3   , €0 ,/player/202556/memphis-depay," 176cm | 5'9"" ", Stocky (78kg | 172lbs) ,Olympique Lyonnais,Holland
 Raúl Jiménez , ST |    2019 - 2024 |  R.Face  , 84 , 84 , 29 ,  €42M €140K , R , H / H , 3   , 4   , €0 ,/player/204838/raul-jimenez," 188cm | 6'2"" ", High & Average (81kg | 179lbs) ,Wolverhampton Wanderers,Mexico
 Marcel Sabitzer ," CM, CDM, CAM |    2014 - 2022 |  R.Face  ", 84 , 85 , 26 ,  €49.5M €81K , R , H / H , 3   , 4   , €0 ,/player/204923/marcel-sabitzer," 178cm | 5'10"" ", Average (76kg | 168lbs) ,RB Leipzig,Austria
 Gerard Moreno Balagueró ," ST, RM, RW |    2018 - 2027 |  R.Face  ", 84 , 84 , 28 ,  €43M €61K , L , H / M , 3   , 4   , €108.1M ,/player/208093/gerard-moreno-balaguero," 180cm | 5'10"" ", Average (77kg | 170lbs) ,Villarreal CF,Spain
 Filip Kostić ," LM, LWB |    2019 - 2023 |  R.Face  ", 84 , 84 , 27 ,  €45M €49.5K , L , H / H , 3   , 2   , €0 ,/player/208574/filip-kostic," 184cm | 6'0"" ", Average (84kg | 185lbs) ,Eintracht Frankfurt,Serbia
 Hakim Ziyech ," RW, CAM |    2020 - 2025 |  R.Face  ", 84 , 84 , 27 ,  €45M €140K , L , H / H , 5   , 2   , €0 ,/player/208670/hakim-ziyech," 181cm | 5'11"" ", Unique (65kg | 143lbs) ,Chelsea,Morocco
 Timo Werner ," ST, LW |    2020 - 2025 |  R.Face  ", 84 , 87 , 24 ,  €58.5M €125K , R , H / M , 3   , 4   , €0 ,/player/212188/timo-werner," 180cm | 5'10"" ", Unique (76kg | 168lbs) ,Chelsea,Germany
 Marcelo Brozovic ," CDM, CM |    2016 - 2022 |  R.Face  ", 84 , 84 , 27 ,  €39.5M €125K , R , M / M , 3   , 4   , €0 ,/player/216352/marcelo-brozovic," 181cm | 5'11"" ", Lean (68kg | 150lbs) ,Inter,Croatia
 José María Giménez , CB |    2013 - 2025 |  R.Face  , 84 , 88 , 25 ,  €52.5M €70K , R , M / H , 2   , 3   , €130.7M ,/player/216460/jose-maria-gimenez," 185cm | 6'0"" ", High & Average (79kg | 174lbs) ,Atlético de Madrid,Uruguay
 Nabil Fekir ," CAM, RM, ST |    2019 - 2023 |  R.Face  ", 84 , 85 , 26 ,  €49.5M €41.5K , L , H / M , 4   , 4   , €121.8M ,/player/216594/nabil-fekir," 173cm | 5'8"" ", Stocky (75kg | 165lbs) ,Real Betis Balompié,France
 Marcos Llorente ," CM, RM, ST |    2019 - 2027 |  R.Face  ", 84 , 87 , 25 ,  €55.5M €77K , R , H / M , 3   , 4   , €0 ,/player/226161/marcos-llorente," 184cm | 6'0"" ", Lean (74kg | 163lbs) ,Atlético de Madrid,Spain
 Wilfred Ndidi ," CDM, CM |    2017 - 2024 |  R.Face  ", 84 , 87 , 23 ,  €52M €96K , R , M / H , 3   , 4   , €0 ,/player/226790/wilfred-ndidi," 183cm | 6'0"" ", Lean (74kg | 163lbs) ,Leicester City,Nigeria
 André Miguel Valente da Silva , ST |    2020 - 2023 |  R.Face  , 84 , 85 , 24 ,  €53M €47K , R , M / M , 4   , 3   , €0 ,/player/228941/andre-miguel-valente-da-silva," 185cm | 6'0"" ", High & Average (82kg | 181lbs) ,Eintracht Frankfurt,Portugal
 Oyarzabal , LW |    2014 - 2024 |  R.Face  , 84 , 89 , 23 ,  €63.5M €46.5K , L , H / M , 3   , 3   , €0 ,/player/230142/oyarzabal," 181cm | 5'11"" ", Lean (79kg | 174lbs) ,Real Sociedad,Spain
 Arthur Henrique Ramos Oliveira Melo , CM |    2020 - 2024  , 84 , 88 , 23 ,  €60M €98K , R , M / M , 4   , 3   , €0 ,/player/230658/arthur-henrique-ramos-oliveira-melo," 171cm | 5'7"" ", Average (73kg | 161lbs) ,Piemonte Calcio,Brazil
 Lautaro Martínez , ST |    2018 - 2023 |  R.Face  , 84 , 89 , 22 ,  €65.5M €130K , R , H / M , 4   , 4   , €131.3M ,/player/231478/lautaro-martinez," 174cm | 5'8"" ", Average (81kg | 179lbs) ,Inter,Argentina
 Salvatore Sirigu , GK |    2017 - 2022 |  R.Face  , 83 , 83 , 33 ,  €12M €49K , R , M / M , 1   , 2   , €0 ,/player/168435/salvatore-sirigu," 192cm | 6'3"" ", High & Average (85kg | 187lbs) ,Torino,Italy
 Carlos Vela ," RW, LW, CAM |    2018 - 2022 |  R.Face  ", 83 , 83 , 31 ,  €30M €16.5K , L , H / L , 4   , 2   , €0 ,/player/169416/carlos-vela," 177cm | 5'9"" ", Average (77kg | 170lbs) ,Los Angeles FC,Mexico
 Lucas Pezzini Leiva , CDM |    2017 - 2022 |  R.Face  , 83 , 83 , 33 ,  €18M €75K , R , L / H , 3   , 3   , €0 ,/player/176266/lucas-pezzini-leiva," 179cm | 5'10"" ", Average (78kg | 172lbs) ,Lazio,Brazil
 Axel Witsel ," CDM, CM |    2018 - 2022 |  R.Face  ", 83 , 83 , 31 ,  €25.5M €72K , R , M / M , 4   , 4   , €0 ,/player/177413/axel-witsel," 186cm | 6'1"" ", Unique (81kg | 179lbs) ,Borussia Dortmund,Belgium
 Rui Patrício , GK |    2018 - 2022 |  R.Face  , 83 , 83 , 32 ,  €18M €82K , L , M / M , 1   , 2   , €0 ,/player/178005/rui-patricio," 190cm | 6'2"" ", High & Average (84kg | 185lbs) ,Wolverhampton Wanderers,Portugal
 Éver Banega ," CM, CDM |    2020 - 2023 |  R.Face  ", 83 , 83 , 32 ,  €28.5M €55K , R , H / M , 4   , 4   , €0 ,/player/178562/ever-banega," 174cm | 5'8"" ", Average (75kg | 165lbs) ,Al Shabab,Argentina
 Edin Džeko , ST |    2015 - 2022 |  R.Face  , 83 , 83 , 34 ,  €17.5M €81K , R , M / M , 2   , 5   , €0 ,/player/180930/edin-dzeko," 193cm | 6'3"" ", High & Average+ (80kg | 176lbs) ,Generic Capitale,Bosnia and Herzegovina
 Yuri Berchiche Izeta , LB |    2018 - 2022 |  R.Face  , 83 , 83 , 30 ,  €31.5M €34.5K , L , H / M , 3   , 3   , €0 ,/player/183512/yuri-berchiche-izeta," 181cm | 5'11"" ", Average (80kg | 176lbs) ,Athletic Club de Bilbao,Spain
 Fernando Reges ," CDM, CM |    2019 - 2022 |  R.Face  ", 83 , 83 , 32 ,  €24M €38.5K , R , M / M , 3   , 3   , €0 ,/player/184134/fernando-reges," 183cm | 6'0"" ", Lean (76kg | 168lbs) ,Sevilla FC,Brazil
 Azpilicueta ," RB, CB, RWB |    2012 - 2022 |  R.Face  ", 83 , 83 , 30 ,  €31.5M €110K , R , M / M , 2   , 3   , €0 ,/player/184432/azpilicueta," 178cm | 5'10"" ", Average (77kg | 170lbs) ,Chelsea,Spain
 Kieran Trippier ," RB, RWB, RM |    2019 - 2023 |  R.Face  ", 83 , 83 , 29 ,  €32M €71K , R , M / M , 3   , 4   , €0 ,/player/186345/kieran-trippier," 173cm | 5'8"" ", Average (69kg | 152lbs) ,Atlético de Madrid,England
 Kevin Trapp , GK |    2019 - 2024 |  R.Face  , 83 , 83 , 30 ,  €24M €33K , R , M / M , 1   , 4   , €0 ,/player/188943/kevin-trapp," 189cm | 6'2"" ", High & Average (84kg | 185lbs) ,Eintracht Frankfurt,Germany
 Coutinho ," CAM, LW, CM |    2018 - 2023 |  R.Face  ", 83 , 83 , 28 ,  €36.5M €190K , R , H / M , 5   , 4   , €0 ,/player/189242/coutinho," 172cm | 5'7"" ", Average (68kg | 150lbs) ,FC Barcelona,Brazil
 Iker Muniain Goñi ," CAM, RW, LW |    2009 - 2024 |  R.Face  ", 83 , 83 , 27 ,  €38.5M €38K , R , H / M , 4   , 3   , €92.4M ,/player/189575/iker-muniain-goni," 170cm | 5'6"" ", Short & Lean- (66kg | 146lbs) ,Athletic Club de Bilbao,Spain
 Christian Eriksen ," CAM, CM |    2020 - 2024 |  R.Face  ", 83 , 83 , 28 ,  €36.5M €130K , R , H / H , 4   , 5   , €0 ,/player/190460/christian-eriksen," 181cm | 5'11"" ", Unique (76kg | 168lbs) ,Inter,Denmark
 Lukáš Hrádecký , GK |    2018 - 2023 |  R.Face  , 83 , 83 , 30 ,  €24M €63K , R , M / M , 1   , 3   , €0 ,/player/190941/lukas-hradecky," 192cm | 6'3"" ", High & Average+ (82kg | 181lbs) ,Bayer 04 Leverkusen,Finland
 Kostas Manolas , CB |    2019 - 2024 |  R.Face  , 83 , 83 , 29 ,  €30.5M €84K , R , L / H , 2   , 2   , €0 ,/player/192774/kostas-manolas," 189cm | 6'2"" ", High & Average (83kg | 183lbs) ,Napoli,Greece
 Jesús Corona ," RM, RB, RW |    2015 - 2022 |  R.Face  ", 83 , 83 , 27 ,  €38.5M €22.5K , R , H / M , 4   , 5   , €0 ,/player/193165/jesus-corona," 173cm | 5'8"" ", Average (66kg | 146lbs) ,FC Porto,Mexico
 Joel Matip , CB |    2016 - 2024 |  R.Face  , 83 , 84 , 28 ,  €34.5M €115K , R , M / M , 2   , 2   , €0 ,/player/197061/joel-matip," 194cm | 6'4"" ", High & Average+ (90kg | 198lbs) ,Liverpool,Cameroon
 David Alaba ," CB, LB |    2010 - 2021 |  R.Face  ", 83 , 83 , 28 ,  €31.5M €94K , L , M / M , 3   , 4   , €0 ,/player/197445/david-alaba," 180cm | 5'10"" ", Average (78kg | 172lbs) ,Bayern München,Austria
 Isco ," CAM, CM, LW |    2013 - 2022 |  R.Face  ", 83 , 83 , 28 ,  €36.5M €190K , R , M / L , 4   , 3   , €0 ,/player/197781/isco," 176cm | 5'9"" ", Average (79kg | 174lbs) ,Real Madrid,Spain
 Lopes , GK |    2011 - 2023 |  R.Face  , 83 , 84 , 29 ,  €28M €69K , L , M / M , 1   , 2   , €0 ,/player/199482/lopes," 184cm | 6'0"" ", Average (81kg | 179lbs) ,Olympique Lyonnais,Portugal
 Sergi Roberto Carnicer ," RB, CM, RM |    2013 - 2022 |  R.Face  ", 83 , 83 , 28 ,  €33M €175K , R , M / M , 4   , 3   , €81M ,/player/199564/sergi-roberto-carnicer," 178cm | 5'10"" ", Lean (68kg | 150lbs) ,FC Barcelona,Spain
 Francesco Acerbi , CB |    2018 - 2023  , 83 , 83 , 32 ,  €23.5M €75K , L , M / H , 3   , 3   , €0 ,/player/199845/francesco-acerbi," 192cm | 6'3"" ", High & Average (88kg | 194lbs) ,Lazio,Italy
 Allan Marques Loureiro ," CM, CDM |    2020 - 2023 |  R.Face  ", 83 , 83 , 29 ,  €35.5M €115K , R , M / H , 4   , 3   , €0 ,/player/199914/allan-marques-loureiro," 175cm | 5'8"" ", Average (74kg | 163lbs) ,Everton,Brazil
 Álvaro Borja Morata Martín , ST |    2020 - 2023 |  R.Face  , 83 , 83 , 27 ,  €39.5M €110K , R , H / H , 3   , 4   , €0 ,/player/201153/alvaro-borja-morata-martin," 190cm | 6'2"" ", High & Average (84kg | 185lbs) ,Piemonte Calcio,Spain
 Mauro Icardi , ST |    2020 - 2024 |  R.Face  , 83 , 83 , 27 ,  €39.5M €115K , R , M / M , 3   , 4   , €0 ,/player/201399/mauro-icardi," 181cm | 5'11"" ", Unique (75kg | 165lbs) ,Paris Saint-Germain,Argentina
 Emiliano Martínez , GK |    2020 - 2024 |  R.Face  , 83 , 85 , 27 ,  €33M €63K , R , M / M , 1   , 4   , €0 ,/player/202811/emiliano-martinez," 195cm | 6'4"" ", High & Stocky (88kg | 194lbs) ,Aston Villa,Argentina
 Thorgan Hazard ," LM, CF |    2019 - 2024 |  R.Face  ", 83 , 83 , 27 ,  €38.5M €78K , R , H / H , 4   , 4   , €0 ,/player/203486/thorgan-hazard," 175cm | 5'8"" ", Lean (71kg | 157lbs) ,Borussia Dortmund,Belgium
 Stefan Savić , CB |    2015 - 2024 |  R.Face  , 83 , 83 , 29 ,  €30.5M €71K , R , M / H , 2   , 3   , €72.8M ,/player/204639/stefan-savic," 187cm | 6'1"" ", High & Average (80kg | 176lbs) ,Atlético de Madrid,Montenegro
 Bernat , LB |    2018 - 2025 |  R.Face  , 83 , 83 , 27 ,  €35M €95K , L , H / M , 4   , 3   , €0 ,/player/205069/bernat," 170cm | 5'6"" ", Short & Lean- (67kg | 148lbs) ,Paris Saint-Germain,Spain
 Cristian Portugues Manzanera ," RW, RM, LW |    2019 - 2024 |  R.Face  ", 83 , 83 , 28 ,  €36.5M €50K , R , H / H , 3   , 4   , €0 ,/player/205070/cristian-portugues-manzanera," 167cm | 5'5"" ", Short and Balanced  (66kg | 146lbs) ,Real Sociedad,Spain
 Luiz Frello Filho Jorge ," CM, CDM |    2018 - 2023 |  R.Face  ", 83 , 83 , 28 ,  €36.5M €125K , R , M / M , 3   , 3   , €0 ,/player/205498/luiz-frello-filho-jorge," 180cm | 5'10"" ", Lean (68kg | 150lbs) ,Chelsea,Italy
 Jack Grealish ," LW, LM, CAM |    2012 - 2025 |  R.Face  ", 83 , 86 , 24 ,  €49.5M €82K , R , H / M , 4   , 4   , €0 ,/player/206517/jack-grealish," 180cm | 5'10"" ", Average (68kg | 150lbs) ,Aston Villa,England
 Mateo Kovacic ," CM, CDM |    2019 - 2024 |  R.Face  ", 83 , 84 , 26 ,  €42.5M €120K , R , H / H , 4   , 4   , €0 ,/player/207410/mateo-kovacic," 176cm | 5'9"" ", Average (80kg | 176lbs) ,Chelsea,Croatia
 Matthias Ginter , CB |    2017 - 2022 |  R.Face  , 83 , 84 , 26 ,  €37.5M €52K , R , M / M , 2   , 3   , €76.3M ,/player/207862/matthias-ginter," 191cm | 6'3"" ", High & Average (86kg | 190lbs) ,Borussia M'gladbach,Germany
 Felipe , CB |    2019 - 2022 |  R.Face  , 83 , 83 , 31 ,  €25M €67K , R , L / H , 2   , 3   , €68.7M ,/player/207863/felipe," 190cm | 6'2"" ", High & Average (84kg | 185lbs) ,Atlético de Madrid,Brazil
 Yannick Carrasco , LM |    2020 - 2024 |  R.Face  , 83 , 83 , 26 ,  €39.5M €74K , R , H / M , 4   , 4   , €92.2M ,/player/208418/yannick-carrasco," 185cm | 6'0"" ", High & Average+ (73kg | 161lbs) ,Atlético de Madrid,Belgium
 Saúl Ñíguez Esclápez ," CM, LM |    2013 - 2026 |  R.Face  ", 83 , 86 , 25 ,  €47.5M €71K , L , M / M , 3   , 4   , €114.7M ,/player/208421/saul-niguez-esclapez," 184cm | 6'0"" ", Lean (75kg | 165lbs) ,Atlético de Madrid,Spain
 Guerreiro ," LB, LM |    2016 - 2023 |  R.Face  ", 83 , 83 , 26 ,  €36M €72K , L , H / L , 4   , 2   , €68.8M ,/player/209889/guerreiro," 170cm | 5'6"" ", Short & Lean- (71kg | 157lbs) ,Borussia Dortmund,Portugal
 Thomas Partey ," CM, CDM |    2020 - 2024 |  R.Face  ", 83 , 84 , 27 ,  €41.5M €110K , R , M / H , 3   , 3   , €0 ,/player/209989/thomas-partey," 185cm | 6'0"" ", High & Average (77kg | 170lbs) ,Arsenal,Ghana
 Nicolás Tagliafico , LB |    2018 - 2023  , 83 , 83 , 27 ,  €35M €24.5K , L , H / H , 3   , 2   , €0 ,/player/211256/nicolas-tagliafico," 172cm | 5'7"" ", Average (65kg | 143lbs) ,Ajax,Argentina
 José Luís Gayà Peña ," LB, LM, LWB |    2012 - 2023 |  R.Face  ", 83 , 88 , 25 ,  €49.5M €46K , L , H / M , 4   , 3   , €126.1M ,/player/211688/jose-luis-gaya-pena," 172cm | 5'7"" ", Lean (66kg | 146lbs) ,Valencia CF,Spain
 Alex Telles , LB |    2020 - 2024 |  R.Face  , 83 , 83 , 27 ,  €35M €135K , L , H / M , 3   , 2   , €0 ,/player/212462/alex-telles," 181cm | 5'11"" ", Unique (71kg | 157lbs) ,Manchester United,Brazil
 Pierre-Emile Højbjerg ," CDM, CM |    2020 - 2025 |  R.Face  ", 83 , 87 , 24 ,  €47.5M €93K , R , M / H , 3   , 4   , €0 ,/player/213648/pierre-emile-hojbjerg," 185cm | 6'0"" ", High & Average (84kg | 185lbs) ,Tottenham Hotspur,Denmark
 Duván Zapata , ST |    2020 - 2023  , 83 , 83 , 29 ,  €36.5M €87K , R , H / M , 3   , 4   , €0 ,/player/215333/duvan-zapata," 189cm | 6'2"" ", High & Average (88kg | 194lbs) ,Atalanta,Colombia
 Mike Maignan , GK |    2015 - 2022  , 83 , 87 , 25 ,  €39.5M €38K , R , M / M , 1   , 4   , €0 ,/player/215698/mike-maignan," 191cm | 6'3"" ", High & Average (91kg | 201lbs) ,LOSC Lille,France
 Youri Tielemans ," CM, CDM |    2019 - 2023 |  R.Face  ", 83 , 86 , 23 ,  €49.5M €97K , R , M / M , 4   , 5   , €0 ,/player/216393/youri-tielemans," 176cm | 5'9"" ", Average (72kg | 159lbs) ,Leicester City,Belgium
 Rafa ," RM, LM |    2016 - 2024 |  R.Face  ", 83 , 83 , 27 ,  €38.5M €22.5K , R , H / M , 4   , 3   , €0 ,/player/216547/rafa," 172cm | 5'7"" ", Lean (66kg | 146lbs) ,SL Benfica,Portugal
 Diego Carlos Santos Silva , CB |    2019 - 2024  , 83 , 85 , 27 ,  €38.5M €38.5K , R , M / H , 3   , 4   , €97.9M ,/player/219693/diego-carlos-santos-silva," 185cm | 6'0"" ", High & Stocky (86kg | 190lbs) ,Sevilla FC,Brazil
 Clément Lenglet , CB |    2018 - 2026 |  R.Face  , 83 , 87 , 25 ,  €45.5M €160K , L , M / H , 2   , 4   , €112.6M ,/player/220440/clement-lenglet," 186cm | 6'1"" ", Unique (81kg | 179lbs) ,FC Barcelona,France
 José Ángel Esmoris Tasende ," LWB, LM |    2021 - 2025 |  R.Face  ", 83 , 86 , 23 ,  €46M €58K , L , H / H , 4   , 3   , €94.1M ,/player/220651/jose-angel-esmoris-tasende," 175cm | 5'8"" ", Average (69kg | 152lbs) ,RB Leipzig,Spain
 Lucas Hernández ," LB, CB |    2019 - 2024 |  R.Face  ", 83 , 86 , 24 ,  €46M €77K , L , L / H , 2   , 3   , €0 ,/player/220814/lucas-hernandez," 184cm | 6'0"" ", Unique (79kg | 174lbs) ,Bayern München,France
 Martin Ødegaard ," CAM, CM |    2015 - 2023  ", 83 , 89 , 21 ,  €58.5M €82K , L , H / M , 5   , 2   , €0 ,/player/222665/martin-odegaard," 178cm | 5'10"" ", Lean (68kg | 150lbs) ,Arsenal,Norway
 Robin Gosens , LM |    2017 - 2022  , 83 , 83 , 26 ,  €39.5M €77K , L , H / H , 3   , 3   , €0 ,/player/223697/robin-gosens," 183cm | 6'0"" ", Average (76kg | 168lbs) ,Atalanta,Germany
 Marcos Acuña ," LB, LM |    2020 - 2024  ", 83 , 83 , 28 ,  €33M €40.5K , L , H / H , 4   , 3   , €77.7M ,/player/224334/marcos-acuna," 172cm | 5'7"" ", Stocky (69kg | 152lbs) ,Sevilla FC,Argentina
 Joe Gomez , CB |    2015 - 2024 |  R.Face  , 83 , 88 , 23 ,  €49.5M €93K , R , M / M , 3   , 3   , €0 ,/player/225100/joe-gomez," 188cm | 6'2"" ", Unique (77kg | 170lbs) ,Liverpool,England
 Presnel Kimpembe , CB |    2015 - 2024 |  R.Face  , 83 , 87 , 24 ,  €47M €82K , L , M / H , 2   , 3   , €102M ,/player/225850/presnel-kimpembe," 189cm | 6'2"" ", High & Average (80kg | 176lbs) ,Paris Saint-Germain,France
 Ferland Mendy , LB |    2019 - 2025 |  R.Face  , 83 , 88 , 25 ,  €49.5M €160K , L , H / H , 4   , 5   , €0 ,/player/228618/ferland-mendy," 180cm | 5'10"" ", Unique (73kg | 161lbs) ,Real Madrid,France
 Aaron Wan-Bissaka ," RB, RWB |    2019 - 2024 |  R.Face  ", 83 , 87 , 22 ,  €49.5M €115K , R , M / H , 4   , 2   , €0 ,/player/229880/aaron-wan-bissaka," 183cm | 6'0"" ", Unique (72kg | 159lbs) ,Manchester United,England
 Ronaldo Cabrais , RW |    2019 - 2023  , 83 , 83 , 28 ,  €36.5M €53K , R , M / L , 4   , 4   , €0 ,/player/230481/ronaldo-cabrais," 177cm | 5'9"" ", Average (75kg | 165lbs) ,Grêmio,Brazil
 Gabriel Jesus , ST |    2016 - 2023 |  R.Face  , 83 , 87 , 23 ,  €52.5M €150K , R , H / H , 4   , 3   , €0 ,/player/230666/gabriel-jesus," 175cm | 5'8"" ", Unique (73kg | 161lbs) ,Manchester City,Brazil
 Ousmane Dembélé ," RW, RM |    2017 - 2022 |  R.Face  ", 83 , 89 , 23 ,  €57.5M €175K , L , H / M , 5   , 5   , €0 ,/player/231443/ousmane-dembele," 178cm | 5'10"" ", Unique (67kg | 148lbs) ,FC Barcelona,France
 Achraf Hakimi , RM |    2020 - 2025 |  R.Face  , 83 , 88 , 21 ,  €56M €92K , R , H / H , 3   , 3   , €0 ,/player/235212/achraf-hakimi," 181cm | 5'11"" ", Lean (73kg | 161lbs) ,Inter,Morocco
 Kai Havertz ," CAM, CF, CM |    2020 - 2025 |  R.Face  ", 83 , 91 , 21 ,  €81.5M €88K , L , M / M , 4   , 4   , €0 ,/player/235790/kai-havertz," 188cm | 6'2"" ", Unique (82kg | 181lbs) ,Chelsea,Germany
 Phil Foden ," CAM, LW, CM |    2016 - 2024 |  R.Face  ", 83 , 92 , 20 ,  €79.5M €115K , L , H / M , 4   , 3   , €181.4M ,/player/237692/phil-foden," 171cm | 5'7"" ", Lean (69kg | 152lbs) ,Manchester City,England
 Federico Valverde , CM |    2016 - 2027 |  R.Face  , 83 , 89 , 21 ,  €58M €135K , R , H / H , 3   , 4   , €147.4M ,/player/239053/federico-valverde," 182cm | 5'11"" ", Lean (78kg | 172lbs) ,Real Madrid,Uruguay
 João Félix Sequeira ," CF, ST |    2019 - 2026 |  R.Face  ", 83 , 93 , 20 ,  €80.5M €61K , R , M / M , 5   , 4   , €203.6M ,/player/242444/joao-felix-sequeira," 181cm | 5'11"" ", Lean (70kg | 154lbs) ,Atlético de Madrid,Portugal
 Gianluigi Buffon , GK |    2019 - 2021 |  R.Face  , 82 , 82 , 42 ,  €775K €41K , R , M / M , 1   , 2   , €0 ,/player/1179/gianluigi-buffon," 192cm | 6'3"" ", High & Average (92kg | 203lbs) ,Piemonte Calcio,Italy
 Raúl Albiol Tortajada , CB |    2019 - 2022 |  R.Face  , 82 , 82 , 34 ,  €10M €41K , R , L / H , 2   , 3   , €0 ,/player/157481/raul-albiol-tortajada," 187cm | 6'1"" ", High & Average+ (74kg | 163lbs) ,Villarreal CF,Spain
 Steve Mandanda , GK |    2017 - 2024 |  R.Face  , 82 , 82 , 35 ,  €3.4M €25.5K , R , M / M , 1   , 3   , €0 ,/player/163705/steve-mandanda," 185cm | 6'0"" ", High & Average (82kg | 181lbs) ,Olympique de Marseille,France
 Ivan Rakitić , CM |    2020 - 2024 |  R.Face  , 82 , 82 , 32 ,  €24M €38.5K , R , M / M , 3   , 4   , €0 ,/player/168651/ivan-rakitic," 184cm | 6'0"" ", Average (78kg | 172lbs) ,Sevilla FC,Croatia
 Gareth Bale ," RM, RW |    2013 - 2022 |  R.Face  ", 82 , 82 , 30 ,  €29.5M €110K , L , M / M , 4   , 3   , €0 ,/player/173731/gareth-bale," 185cm | 6'0"" ", Unique (82kg | 181lbs) ,Tottenham Hotspur,Wales
 Marcelo , LB |    2007 - 2022 |  R.Face  , 82 , 82 , 32 ,  €21M €155K , L , H / L , 5   , 4   , €0 ,/player/176676/marcelo," 174cm | 5'8"" ", Unique (75kg | 165lbs) ,Real Madrid,Brazil
 Radja Nainggolan ," CAM, CM, CF |    2018 - 2022 |  R.Face  ", 82 , 82 , 32 ,  €24M €47K , R , H / H , 3   , 3   , €0 ,/player/178518/radja-nainggolan," 176cm | 5'9"" ", Unique (65kg | 143lbs) ,Cagliari,Belgium
 Sergio Asenjo Andrés , GK |    2014 - 2022  , 82 , 82 , 31 ,  €16M €33.5K , R , M / M , 1   , 3   , €0 ,/player/178750/sergio-asenjo-andres," 189cm | 6'2"" ", High & Stocky (87kg | 192lbs) ,Villarreal CF,Spain
 Simon Kjær , CB |    2020 - 2022 |  R.Face  , 82 , 82 , 31 ,  €21M €49K , R , L / H , 2   , 3   , €0 ,/player/179645/simon-kjaer," 190cm | 6'2"" ", High & Average (86kg | 190lbs) ,Milan,Denmark
 Miralem Pjanic , CM |    2020 - 2024 |  R.Face  , 82 , 82 , 30 ,  €29M €170K , R , M / M , 3   , 4   , €0 ,/player/180206/miralem-pjanic," 178cm | 5'10"" ", Average (72kg | 159lbs) ,FC Barcelona,Bosnia and Herzegovina
 Diego Godín , CB |    2020 - 2023 |  R.Face  , 82 , 82 , 34 ,  €10M €43K , R , M / H , 2   , 3   , €0 ,/player/182493/diego-godin," 187cm | 6'1"" ", High & Average+ (78kg | 172lbs) ,Cagliari,Uruguay
 Fernando Muslera , GK |    2011 - 2024  , 82 , 82 , 34 ,  €5M €64K , R , M / M , 1   , 2   , €0 ,/player/182494/fernando-muslera," 190cm | 6'2"" ", High & Average (74kg | 163lbs) ,Galatasaray,Uruguay
 Aaron Ramsey ," CM, CAM, LM |    2019 - 2023 |  R.Face  ", 82 , 82 , 29 ,  €29.5M €98K , R , H / H , 3   , 3   , €0 ,/player/186561/aaron-ramsey," 183cm | 6'0"" ", Lean (76kg | 168lbs) ,Piemonte Calcio,Wales
 Oscar dos Santos Emboaba ," CAM, CM, LW |    2017 - 2024 |  R.Face  ", 82 , 82 , 28 ,  €30.5M €22.5K , R , H / M , 4   , 3   , €0 ,/player/188152/oscar-dos-santos-emboaba," 179cm | 5'10"" ", Lean (66kg | 146lbs) ,Shanghai Port,Brazil
 Sergio Canales Madrazo ," CM, CDM, LM |    2018 - 2023 |  R.Face  ", 82 , 82 , 29 ,  €29.5M €36K , L , H / M , 4   , 3   , €72.4M ,/player/190286/sergio-canales-madrazo," 176cm | 5'9"" ", Lean (65kg | 143lbs) ,Real Betis Balompié,Spain
 Daley Blind ," CB, CDM, LB |    2018 - 2023 |  R.Face  ", 82 , 82 , 30 ,  €25M €22.5K , L , H / M , 3   , 3   , €0 ,/player/190815/daley-blind," 180cm | 5'10"" ", Average (72kg | 159lbs) ,Ajax,Holland
